id,mainCriminal
1426933,False
1492583,False
507699,False
1501212,False
426538,False
1668690,False
1390504,False
430591,False
2128805,False
2311507,False
1423557,False
1375824,False
119036,False
530180,True
2094011,False
1782690,False
1465541,False
2312674,False
1500560,False
2209991,False
1166732,False
1430790,False
1454195,False
2290149,False
1417553,False
351025,False
349863,False
347371,False
517247,False
2308088,False
1446331,False
424726,False
2311087,False
1458735,False
2333472,False
1753870,False
1366292,False
2114605,False
2112982,False
2109550,False
2112517,False
2109584,False
2427041,False
1449863,False
913170,False
2109270,False
933435,False
133643,False
465619,False
1726612,False
1739903,False
1833620,False
1665482,False
159626,False
1330662,False
2333438,False
1679566,False
1662429,False
1830516,False
2333607,False
707349,False
533385,False
560105,False
560993,False
1523534,False
1500559,False
2333470,False
1669630,False
428709,False
2333406,False
1442985,False
2335161,False
1524796,False
1678653,False
1461981,False
1379893,False
1461886,False
1517001,False
1501130,False
2333820,False
426672,False
864963,False
1821469,False
1826079,False
2363605,False
1669117,False
1523144,False
1665648,False
1677076,False
1674742,False
1674116,False
432030,False
432032,False
2337098,False
1523013,False
274336,False
425826,False
441358,False
1446421,False
438939,False
1674580,False
2429607,False
440908,False
396723,False
1672077,False
421826,False
1454202,False
437099,False
1673051,False
438474,False
1436450,False
434797,False
387923,False
1608703,False
522946,False
2426963,False
1788341,False
1789365,False
1214947,False
2115459,False
2113152,False
355368,False
1307708,False
546019,False
385102,False
391069,False
2112946,False
2289828,False
434909,False
1614259,False
1384153,False
382356,False
398383,False
2333035,False
1128940,False
1678795,False
399067,False
1483144,False
1651482,False
2315185,False
395424,False
1637185,False
350641,False
424455,True
359236,False
1636789,False
350947,False
1521895,False
1669138,False
2329755,False
540317,False
518912,False
523115,False
348789,False
1573776,False
767435,False
754364,False
756578,False
762579,False
1186801,False
144004,False
1971874,False
2049910,False
768531,False
768801,False
747361,False
1561513,False
2046723,False
2049917,False
737042,False
1492157,False
759352,False
1784768,False
1783893,False
531267,False
863418,False
268808,False
273172,False
262485,False
1670785,False
415656,False
1518159,False
504070,False
335717,False
2427053,False
1045837,False
505244,False
429706,False
696378,False
427663,False
436275,False
1559850,False
1610294,False
1782672,False
1492863,False
2428343,False
2429960,False
2118661,False
2114800,False
2118065,False
2426992,True
2113437,False
328399,False
337544,False
2109648,False
343218,False
2109532,False
434745,False
421217,False
1663511,False
421795,False
423992,False
1825527,False
427682,False
1320525,False
1821122,False
1748033,False
424546,False
1471815,False
2115436,False
385815,False
1650274,False
139595,False
360713,False
1638201,False
2031147,False
926042,False
2432917,False
1779490,False
548606,False
1661582,False
286730,False
1437149,False
1074706,False
2209026,False
282042,False
1038437,False
1217243,False
2177708,False
2175527,False
1068331,False
1129687,False
281739,False
1067721,False
2181765,False
692526,False
1067347,False
2177810,False
1207597,False
1524746,False
1518231,False
1988311,False
352273,False
1408977,False
422125,False
422521,False
2112041,False
530887,False
1734154,False
1672551,False
386623,False
1825355,False
1826802,False
1826381,False
1824363,False
1824922,False
2115241,False
2124991,False
1322073,False
1450713,False
425247,False
335207,False
556475,False
1188204,False
2355530,False
2331963,False
353723,False
429369,False
1516103,False
428705,False
1501771,False
1515937,False
1783171,False
2263332,False
521715,False
531580,False
545442,False
1788806,False
1783294,False
2333587,False
1516924,False
1777728,False
697065,False
358344,False
353485,False
357206,False
524597,False
128822,False
937847,False
345798,False
1433771,False
1500024,False
1500071,False
2109670,False
2427117,False
163969,False
1990152,False
2413939,False
2011043,False
1990302,False
1969313,False
2415019,False
1988912,False
1989303,False
1514111,False
533383,False
2312832,False
1439158,False
1661511,False
757046,False
762140,False
2109666,False
743765,False
1290257,False
515169,False
740522,False
764795,False
2427336,False
388226,False
2113929,False
507911,False
2335256,False
1497410,False
912520,False
1510834,False
1401789,False
1401740,False
445795,False
419038,False
1513054,False
1496630,False
428435,False
426719,False
437723,False
2359601,False
1822556,False
1739539,False
1772644,False
1500026,False
2289688,False
1662567,False
2337188,False
437068,False
2114779,False
1825710,False
1749093,False
1827770,False
429514,False
425557,False
2274438,False
764484,False
1304035,False
438875,False
433443,False
505245,False
1367180,False
1521276,False
1662895,False
1730723,False
1522865,False
425702,False
2228362,False
2333961,False
1697698,False
1668783,False
1671013,False
2313291,False
1496650,False
435103,False
1754826,False
1422121,False
440322,False
2044145,False
457891,False
1509680,False
1497372,False
355667,False
356054,False
548695,False
1128130,False
354353,False
2414908,False
1218904,False
1131912,False
1436538,False
139137,False
1561482,False
429333,False
1455106,False
145188,False
1520683,False
2363625,False
2366735,False
425589,False
1666466,False
1733598,False
438200,True
434388,False
133873,False
1163400,False
2272139,False
337671,False
266419,False
1664437,False
435954,False
432388,False
